1.1136,1.3525,1.2404,0.86038,1.0879,0.70147,0.64289,1.0907,0.98243,0.64635,0.86301,1.1279,0.75168,1.1039,0.65488,0.53258,1.0292,0.53594,0.9291,1.3597,0.76083,0.62874,1.0199,1.0793,1.1878,0.69525,1.3106,0.86703,0.89014,0.71425,0.76773,1.4,1.0852,0.91959,1.4462,1.3151,0.88807,0.66739,0.96364,0.81401,0.9562,1.0702,1.0282,1.0801,0.84706,0.72121,1.0398,0.90173,0.9651,0.93822,0.97847,1.0362,1.0183,1.4547,0.90935,0.66796,1.2656,1.1314,1.0917,1.1394
1.1131,0.79344,0.68941,0.86025,0.64533,0.70147,0.64289,0.58005,0.9801,0.64635,0.45306,1.1236,0.75167,0.57211,0.65488,0.53247,1.0296,0.53594,0.92041,0.9431,0.76082,0.62874,1.019,1.0778,0.63512,0.69525,0.89615,0.86696,0.88972,0.71411,0.76612,1.0783,1.0836,0.91079,0.99393,0.80931,0.87997,0.66739,0.96364,0.81256,0.95216,1.0657,1.0278,1.0807,0.44059,0.7206,1.0389,0.89871,0.96246,0.48853,0.97796,1.0362,1.0175,0.95513,0.90934,0.66795,0.71199,1.1301,1.0796,1.1391
0.96859,0.79346,0.68941,1.2963,0.64556,0.74746,0.6581,0.46556,0.56871,1.2406,0.39273,0.60493,1.3741,0.57211,1.2783,0.82865,1.2331,1.0657,1.3705,0.95147,0.79147,1.2528,0.9429,1.3262,0.63512,1.2621,0.89621,0.77228,0.60197,0.86044,0.83846,1.0785,1.0492,1.3356,0.99421,0.8093,1.2745,0.71903,1.0866,0.98627,1.1686,0.65753,0.67951,1.3098,0.59377,1.301,0.79569,1.45,0.97455,0.48853,0.92262,1.458,1.4131,0.95505,0.8291,1.1777,0.71197,1.115,1.3891,1.0069
0.96858,0.76264,1.0344,1.2704,0.63725,0.74745,0.6581,0.94717,0.57001,1.0347,0.39273,0.60493,1.193,1.1095,0.98565,0.82866,0.70692,0.94728,0.86183,0.65171,0.79147,1.0744,0.94287,0.76451,0.73918,1.0621,0.65825,0.77229,0.60197,0.86042,0.84001,1.3027,1.049,0.75652,1.219,1.2974,0.71827,0.71904,1.086,0.98626,1.168,0.65753,0.67951,0.75511,0.58612,0.6646,0.79567,0.96872,0.97904,0.29348,0.92351,0.90891,1.2654,0.81514,0.82911,0.73252,1.2611,0.55918,0.98357,1.0068
0.74547,0.76264,1.0297,0.74807,1.3078,0.70014,0.83844,0.93807,1.0386,1.0348,0.77704,1.2087,0.59785,1.1129,0.98028,0.71842,0.70691,0.94431,0.87022,0.8454,0.76918,1.0743,1.4211,0.76448,0.74136,1.0626,0.65825,0.74694,1.1177,0.84036,0.90129,1.2604,0.74408,0.76522,1.2201,0.64919,0.72615,1.0129,1.2853,1.0846,1.1445,1.3141,1.3054,0.7551,1.3154,0.6646,0.90836,0.9686,0.79751,0.29331,0.54358,0.90896,0.63289,0.81518,0.76874,0.73409,0.63066,0.55918,0.99311,1.1209
0.74547,0.69848,0.80418,0.74806,0.87536,0.70014,0.83782,1.3632,1.0397,1.0342,1.3139,1.2928,0.59785,1.3627,0.78471,0.71842,0.7617,1.1853,1.3673,1.2575,0.76918,0.91212,1.187,1.2362,0.93298,0.78119,1.2582,0.74615,0.84786,0.84036,0.89995,1.2598,0.74408,0.65797,1.0186,0.64919,0.72428,1.0151,0.64275,1.084,1.1691,1.0484,1.2499,1.1698,0.93662,0.97072,0.58907,1.0669,0.7975,1.0515,0.54358,0.72386,0.63289,1.2883,0.76874,1.0066,0.63066,0.70683,1.2155,1.1191
1.2592,0.69848,0.80418,1.265,0.88343,1.3018,0.74446,1.104,1.2893,1.0341,0.91085,1.2921,0.58267,0.8325,0.78472,1.3305,0.76041,1.1868,0.51704,1.0765,0.71788,0.91212,1.1862,1.2148,0.91221,0.77949,1.3227,1.3059,0.84785,0.96872,0.80104,0.9482,1.2865,0.65797,1.0187,0.83724,1.0197,0.99208,0.64275,0.68084,1.048,1.0478,0.62716,1.1705,0.81461,0.97064,0.58907,1.0669,1.3659,1.0491,1.0439,0.72386,1.3455,0.9989,1.3406,1.0101,1.2915,0.56092,1.2444,0.91056
1.2585,1.3428,1.0597,0.63305,0.47834,0.82402,0.74445,0.55756,0.64635,0.67183,0.91959,0.85269,0.58327,0.83247,1.2707,0.87236,0.82337,0.96999,0.51763,1.081,0.71788,1.014,1.3483,1.3119,0.69616,0.76626,1.3224,0.71857,1.2621,0.96526,0.61136,0.94809,0.81138,0.73598,1.2876,0.83724,0.94631,0.99614,1.1992,0.68084,1.0479,1.0475,0.62716,0.53037,0.37982,1.0408,0.61104,1.2239,0.90004,0.69924,0.88247,1.4068,1.102,0.99871,1.2261,0.67478,0.93178,0.93507,0.99881,0.90997
1.371,0.74994,1.0603,0.63305,0.47834,0.824,1.3477,0.55756,0.64635,0.67183,0.81214,0.8527,0.64278,0.70858,0.68048,0.87239,0.82404,0.96869,0.69476,1.1256,0.71518,1.0129,1.1987,0.81611,0.69616,0.76462,1.1275,0.71857,1.1433,1.3502,0.66453,1.1988,0.81141,0.73596,1.2347,0.82876,1.0015,1.1177,0.73992,1.3383,0.98195,1.0478,1.2973,0.5292,0.37982,1.0407,0.60282,0.66906,0.90012,0.69924,0.87349,1.0465,1.1019,1.3019,1.2645,0.67478,0.93212,0.92824,0.9966,1.1389
0.74001,0.74994,1.1371,0.41729,1.0101,1.274,0.87026,0.8747,1.3131,0.89836,0.86405,0.92808,0.64166,0.70977,0.68048,1.2809,1.3504,1.1438,0.69618,1.1259,0.71518,1.2652,0.60555,0.8161,1.3355,1.3321,1.1239,0.054909,1.1435,0.76303,0.60254,1.3057,1.1647,1.1912,1.0258,0.82877,1.0456,0.5617,0.73991,1.0068,0.98195,0.88399,1.2806,0.71962,0.75133,0.6917,1.3059,0.66907,1.2949,1.275,1.3622,1.0463,0.96994,1.2116,0.73833,1.348,1.3079,1.3636,1.1352,0.57256
0.74001,0.92968,1.181,0.092875,0.85787,0.88313,0.87029,1.0178,0.80232,0.89844,0.67265,0.92809,0.8819,0.90706,1.3518,0.64221,0.92042,1.1795,1.2334,0.99125,1.2107,1.2655,0.60555,1.2587,0.84122,1.4,0.77419,0.054909,1.1058,0.76301,0.59845,1.3044,1.0956,0.66437,1.0261,0.82932,0.61006,0.5617,1.2523,1.0422,0.61914,0.88396,0.7532,0.71961,1.2881,0.6895,0.89103,1.1748,1.1214,0.95963,1.3084,1.0926,0.96999,1.212,0.73833,1.322,1.0281,0.85878,0.60333,0.57256
0.74434,0.92982,0.6003,0.8306,0.85775,0.88319,0.80058,0.65678,0.80232,1.1967,0.67265,1.1755,0.88189,0.90707,0.71156,0.64221,0.92053,0.82276,0.7895,0.99186,1.1518,1.3383,1.2489,0.9214,0.84974,1.3995,0.77419,0.4175,1.1058,0.58741,0.59845,1.33,0.94913,0.66437,0.71688,0.83231,0.61006,1.4019,1.2479,0.80739,0.61914,1.3634,0.75321,1.2084,0.90067,0.7006,0.89873,0.93846,1.1068,0.95908,0.89898,0.58825,1.2556,1.4265,1.3257,1.0432,1.0279,0.86759,0.60333,1.2167
0.74434,0.75193,0.6003,0.82316,1.2563,1.2947,0.80058,0.65678,0.74953,1.1786,0.84411,1.1754,1.3166,0.95156,0.71156,1.244,0.75592,0.82276,0.59063,0.81406,1.1534,0.94279,1.0098,0.92152,0.63925,1.3877,0.80557,0.41735,1.0376,0.58741,1.3242,1.1074,0.56091,0.75911,0.71608,1.2614,1.1662,1.2731,1.0728,0.80726,1.2298,0.88331,0.84757,1.3335,0.90924,0.7006,0.13204,0.93855,0.84531,0.67873,0.92237,0.58825,1.1479,0.97496,1.3697,1.0431,1.1641,0.5534,1.3021,1.2173
0.67276,0.75193,1.1643,1.2558,1.0744,0.98544,0.70537,1.3116,0.74953,0.95378,0.8441,0.45865,0.73568,0.95154,1.274,1.24,0.75592,1.0707,0.92051,0.81406,1.2771,0.94284,1.0101,0.84004,0.68561,1.3858,0.80558,0.97971,1.0331,1.1707,0.89401,1.1715,0.64955,0.75911,1.41,1.2649,1.1927,1.2719,1.0736,0.99304,0.75729,0.88329,0.58836,0.75514,0.58206,0.70978,0.19408,1.0904,0.84532,0.67873,0.56339,1.2868,1.0901,0.97463,0.82621,1.2246,1.168,0.59953,0.98867,1.4122
0.67203,0.54703,1.1851,0.71806,1.0343,0.98588,0.70594,0.92226,0.90339,0.63978,0.88814,0.41129,0.73568,1.2874,1.3955,0.83184,1.2999,1.0702,0.91224,0.6968,0.6402,1.1556,0.73969,0.84003,0.82486,1.2948,1.251,0.98137,1.1958,0.9125,0.9027,1.2882,0.64114,0.68744,1.2411,0.78261,0.62449,1.0387,0.66765,0.13986,0.75729,0.99458,0.87786,0.75513,0.62664,0.70978,1.2041,0.57562,0.6778,0.67442,0.60661,0.71518,0.90769,0.58115,0.82622,1.2238,0.92633,1.1631,0.98853,1.1171
1.0019,0.54748,1.1852,0.72559,1.284,0.4925,1.3106,0.92218,0.90339,0.40522,0.85191,1.0297,1.3068,0.65438,0.98859,0.80103,0.71042,1.2324,1.3389,0.6968,0.6402,1.1559,0.73969,1.0691,0.82658,1.2947,1.2407,1.4237,1.1984,0.91255,0.52325,1.2891,1.3156,0.68609,1.2431,0.78262,0.62449,1.0211,0.66806,0.13248,1.2839,0.99463,0.86973,0.7695,1.214,1.0155,0.60363,0.57562,0.6778,0.67442,1.1142,0.71518,0.89888,0.58115,0.76333,0.76911,0.92623,0.93703,0.81902,1.1165
1.004,0.11445,1.2058,0.63439,0.88155,0.49265,1.3115,1.0097,1.3353,0.39644,1.0277,1.0227,0.56958,0.65438,0.98844,1.0204,0.71042,0.84226,0.4997,1.389,1.0038,0.68364,1.3482,0.91476,0.83978,0.86694,1.3324,0.7948,1.212,1.4465,0.74193,1.3449,0.90113,0.57331,1.1912,0.88035,1.244,1.2472,1.1975,1.3199,1.2856,0.59139,1.314,0.7695,0.92371,1.0115,0.60363,1.1707,1.0908,1.3923,0.59488,0.87639,1.3655,1.1292,0.76216,0.76911,1.4156,0.93709,0.81902,1.3064
1.0415,0.11447,1.2056,1.2355,0.8817,0.99415,0.88867,1.0097,0.78853,1.3313,1.0191,1.2889,0.5702,1.3251,0.934,1.0109,0.82665,0.84234,0.4997,0.78745,1.0027,0.68364,1.3495,0.90601,0.83977,0.86642,0.77156,0.79482,1.2123,0.49683,0.64868,0.77175,0.90953,0.57322,1.1897,0.88037,1.1716,0.90801,0.69891,0.8958,1.1318,0.59139,0.5353,0.70251,0.92381,0.73947,0.95988,1.2224,0.49,0.99803,0.57625,0.87916,0.41472,1.3004,0.80681,0.94189,1.1166,1.3726,1.0077,0.96574
1.0417,0.69578,1.1143,0.69462,1.0544,0.99411,0.88415,1.4017,0.78853,0.94794,1.3737,0.0029068,1.1282,0.75447,0.93203,1.3882,0.82666,1.0445,0.50405,0.78745,0.92473,1.3046,1.0012,1.3337,0.74003,0.66274,0.77155,0.73036,0.65374,0.49686,0.64868,0.77176,0.61074,1.0085,0.71619,1.032,1.1718,0.67166,0.47804,0.90405,1.1311,1.0754,0.54359,0.70251,0.93991,0.73948,0.74303,1.2941,0.44171,1.007,1.0297,1.008,0.41472,0.76494,0.80875,0.94186,1.116,0.76921,1.0075,0.96736
0.64333,0.69662,1.1137,0.69385,1.0546,1.4,0.96749,1.3206,1.2819,0.95762,0.63414,0.0092508,1.3756,0.75447,0.92041,1.2461,1.38,1.0445,0.50405,1.3822,0.92691,1.1921,0.99889,0.69561,0.74003,0.66274,0.62684,0.73036,0.65374,1.3974,0.68904,0.81517,1.0566,1.0107,0.71619,1.0325,1.2603,0.9516,0.87145,0.93557,0.74849,1.244,1.0595,0.76243,0.93989,1.3666,0.95921,1.2949,0.91529,1.3642,1.364,1.01,0.83575,0.76492,1.4,1.4488,1.2352,0.76921,1.1299,0.58087
0.64333,0.34411,0.63393,0.36224,1.0624,1.2225,0.95796,0.81763,0.66281,0.78134,0.64194,0.040193,1.0729,0.91124,0.92047,0.65711,0.86871,0.98725,0.48237,0.87245,0.97739,0.7157,1.1132,0.35256,0.88961,0.68496,0.62684,0.8619,0.67381,0.85133,0.68905,0.81517,0.94955,1.0939,0.9194,0.68805,0.77811,0.94268,0.8627,0.76432,0.74846,0.63052,0.69713,0.76243,1.1924,1.1665,0.94979,1.2168,0.90623,0.78883,1.022,0.98225,0.83228,1.0077,1.0127,1.0241,0.748,0.67897,0.64775,0.58087
1.2768,0.34417,0.63392,0.36254,1.0626,1.2264,1.3938,0.81766,0.66281,1.1018,1.1015,0.60367,1.0834,0.91217,1.4243,0.68977,0.86875,0.98737,0.75847,0.87263,0.97974,0.7157,1.1163,0.35256,0.89031,0.68496,1.2576,0.86194,0.67381,0.85143,1.1237,1.2724,0.94972,1.0986,0.91946,0.68951,0.77817,1.352,1.3224,0.76434,1.2621,0.63052,0.69996,1.25,1.1942,1.169,1.3505,1.2175,1.3515,0.78885,1.0324,0.98491,0.977,1.0094,1.0129,1.0257,0.74797,0.67897,0.64775,1.1365
